order_id,customer_name,product,category,quantity,unit,price,currency,order_date,shipping_country,payment_method
1156,Michael Braun,Springseil,Sport,3,Stück,13.65,CHF,2024-10-06,Deutschland,Rechnung
1199,Sarah Weber,Aktenordner,Büro,1,Stück,8.66,CHF,2024-09-01,Deutschland,Twint
1075,Hans Schmidt,Springseil,Sport,2,Stück,15.34,CHF,2024-02-06,Deutschland,PayPal
1086,Monika Lehmann,Schuhe,Mode,5,Stück,94.63,CHF,2024-04-06,Österreich,PayPal
1073,Thomas Bauer,Drucker,Büro,2,Stück,228.14,CHF,2024-02-08,Italien,Kreditkarte
1122,Petra Vogel,Taschenrechner,Büro,1,Stück,20.91,EUR,2024-05-19,SCHWEIZ,Twint
1123,Lukas Brunner,Wasserkocher,Haushalt,4,Stück,45.01,CHF,2024-05-25,Schweiz,Twint
1084,Patrick Roth,Aktenordner,Büro,4,Stück,8.44,CHF,2024-04-07,Frankreich,PayPal
1051,Anna Müller,Smartphone,Elektro,4,Stück,870.28,CHF,2024-09-01,Deutschland ,Rechnung
1161,Franziska Graf,Laufschuhe,Sport,1,Dutzend,120.33,CHF,2024-05-14,Schweiz,Rechnung
1003,Peter Keller,Aktenordner,Büro,1,Stück,8.76,EUR,2024-06-21,Deutschland,Kreditkarte
1162,Thomas Bauer,Küchenwaage,Haushalt,5,Stück,34.84,CHF,2024-08-19,SCHWEIZ,Twint
1143,Monika Lehmann,Jeans,Mode,5,Stück,82.16,CHF,2024-02-22,Italien,Kreditkarte
1044,Anna Müller,Taschenrechner,Büro,3,Stück,18.84,CHF,2024-03-16,Deutschland,Kreditkarte
1025,Stefan Wagner,Taschenrechner,Büro,2,Dutzend,21.3,CHF,2024-12-11,SCHWEIZ,Twint
1146,Patrick Roth,Jeans,Mode,1,Stück,83.03,CHF,2024-08-17,Östereich,Kreditkarte
1004,Sandra Moser,Kaffeemaschine,Haushalt,3,Stück,136.92,CHF,2024-03-04,Italien,Kreditkarte
1131,Michael Braun,Taschenrechner,Büro,3,Stück,185.1,CHF,2024-11-19,Östereich,Rechnung
1177,Sabine Maurer,Headset,Elektro,2,Stück,52.53,CHF,2024-01-27,Frankreich,PayPal
1175,Stefan Wagner,Wasserkocher,Haushalt,4,Stück,40.62,CHF,2024-08-22,Italien,PayPal
1157,Petra Vogel,Laptop,Elektro,3,Stück,917.45,CHF,2024-06-28,Frankreich,Kreditkarte
1114,Christian Lüthi,Taschenrechner,Büro,4,Stück,21.3,CHF,2024-04-20,Italien,Twint
1164,Daniel Schmid,Springseil,Sport,2,Stück,13.82,CHF,2024-07-03,Schweiz,Rechnung
1043,Lisa Meier,Bettwäsche,Haushalt,4,Stück,52.83,CHF,2024-12-03,Deutschland,Rechnung
1155,Markus Frei,Kabel,Elektro,3,Stück,12.74,CHF,2024-04-05,Österreich,Twint
1106,Lukas Brunner,Springseil,Sport,3,Dutzend,16.3,CHF,2024-02-16,Frankreich,PayPal
1022,Markus Frei,Tastatur,Elektro,5,Stück,65.01,CHF,2024-07-27,Deutschland,Twint
1014,Hans Schmidt,Aktenordner,Büro,4,Dutzend,9.57,CHF,2024-05-02,Österreich,PayPal
1185,Monika Lehmann,Trinkflasche,Sport,2,Stück,19.91,CHF,2024-02-01,Frankreich,PayPal
1183,Markus Frei,Notizblock,Büro,3,Stück,6.23,CHF,2024-10-25,Schweiz,PayPal
1050,Petra Vogel,Jeans,Mode,2,Stück,75.33,EUR,2024-10-04,Österreich,Twint
1153,Nicole Gerber,T-Shirt,Mode,4,Dutzend,26.46,CHF,2024-06-07,Österreich,Twint
1092,Lukas Brunner,Laptop,Elektro,3,Stück,876.5,CHF,2024-10-16,Deutschland ,PayPal
1080,Anna Müller,Trinkflasche,Sport,5,Dutzend,18.91,EUR,2024-09-20,Deutschland ,Twint
1172,Sandra Moser,Smartphone,Elektro,4,Stück,773.46,CHF,2024-06-25,Deuschland,PayPal
1060,Claudia Huber,Drucker,Büro,5,Stück,245.43,CHF,2024-11-27,Italien,Kreditkarte
1128,Franziska Graf,Schuhe,Mode,5,Stück,96.56,EUR,2024-06-19,Deutschland,PayPal
1078,Sabine Maurer,Springseil,Sport,1,Stück,14.96,EUR,2024-04-02,Österreich,Twint
1181,,Springseil,Sport,3,Stück,15.61,CHF,2024-09-16,Österreich,Twint
1134,Nicole Gerber,Springseil,Sport,4,Stück,14.75,CHF,2024-02-13,Österreich,PayPal
1061,Thomas Bauer,Bettwäsche,Haushalt,1,Stück,53.81,CHF,2024-08-10,Deutschland,Rechnung
1069,Anna Müller,Schreibtischlampe,Büro,3,Dutzend,47.83,EUR,2024-02-22,Frankreich,Rechnung
1024,Hans Schmidt,Jeans,Mode,3,Stück,836.7,EUR,2024-01-30,Deuschland,Twint
1084,Patrick Roth,Aktenordner,Büro,4,Stück,8.44,CHF,2024-04-07,Frankreich,PayPal
1193,Thomas Bauer,Drucker,Büro,2,Stück,270.61,CHF,2024-09-10,Deutschland ,Rechnung
1020,,Tastatur,Elektro,4,Stück,64.26,CHF,2024-02-01,SCHWEIZ,Rechnung
1151,Andreas Sommer,Messerblock,Haushalt,3,Stück,82.12,CHF,2024-10-24,Schweiz,Rechnung
1054,Laura Zimmermann,Wasserkocher,Haushalt,5,Stück,44.26,EUR,2024-01-26,Deutschland,Twint
1112,Patrick Roth,Bettwäsche,Haushalt,4,Stück,53.99,CHF,2024-06-13,SCHWEIZ,PayPal
1068,Michael Braun,Springseil,Sport,5,Stück,15.89,CHF,2024-04-01,Österreich,Kreditkarte
1142,Nicole Gerber,Trinkflasche,Sport,2,Stück,21.83,CHF,2024-07-14,Österreich,Twint
1083,Monika Lehmann,Notizblock,Büro,1,Stück,5.44,CHF,2024-09-12,Deutschland,Rechnung
1045,Sandra Moser,Schuhe,Mode,5,Stück,88.36,EUR,2024-12-22,Deutschland,Twint
1007,Lukas Brunner,Schreibtischlampe,Büro,5,Stück,48.7,EUR,2024-04-22,Italien,Rechnung
1147,Franziska Graf,Laptop,Elektro,3,Stück,978.15,EUR,2024-02-26,Frankreich,Rechnung
1095,Markus Frei,Springseil,Sport,3,Stück,14.16,CHF,2024-07-15,Deutschland,Kreditkarte
1055,Lisa Meier,Laufschuhe,Sport,4,Stück,117.0,CHF,2024-05-09,Frankreich,Twint
1174,Julia Fischer,Wasserkocher,Haushalt,4,Stück,41.84,CHF,2024-06-09,Italien,PayPal
1081,Laura Zimmermann,Kaffeemaschine,Haushalt,2,Stück,128.96,CHF,2024-04-14,Schweiz,PayPal
1023,Christian Lüthi,Schuhe,Mode,1,Stück,87.93,EUR,2024-05-26,Frankreich,Twint
1076,Nicole Gerber,Springseil,Sport,5,Stück,14.81,CHF,2024-05-19,Frankreich,Twint
1072,Michael Braun,Taschenrechner,Büro,5,Stück,19.7,CHF,2024-08-07,Italien,Kreditkarte
1120,Sarah Weber,Aktenordner,Büro,1,Stück,8.56,CHF,2024-04-02,Schweiz,Twint
1036,Anna Müller,Kaffeemaschine,Haushalt,4,Stück,127.98,CHF,2024-04-24,Deutschland,PayPal
1104,Andrea Wyss,Bettwäsche,Haushalt,3,Stück,54.35,CHF,2024-07-31,Deutschland,Kreditkarte
1159,Sandra Moser,Smartphone,Elektro,5,Stück,739.27,CHF,2024-07-04,Österreich,Kreditkarte
1141,Daniel Schmid,Headset,Elektro,3,Stück,,CHF,2024-04-29,Frankreich,PayPal
1067,Julia Fischer,Fahrradhelm,Sport,3,Stück,76.95,CHF,2024-04-08,Deutschland,Twint
1085,Sabine Maurer,Tablet,Elektro,4,Stück,380.42,CHF,2024-10-27,Switzerlaand,Twint
1190,Hans Schmidt,Jeans,Mode,5,Stück,76.25,CHF,2024-05-04,Switerland,PayPal
1039,Nicole Gerber,Wasserkocher,Haushalt,5,Stück,42.12,CHF,2024-01-01,Deutschland ,PayPal
1163,Monika Lehmann,Kabel,Elektro,3,Stück,13.03,CHF,2024-03-21,Österreich,PayPal
1042,Andrea Wyss,Taschenrechner,Büro,3,Stück,19.12,CHF,2024-11-06,Italien,Rechnung
1114,Christian Lüthi,Taschenrechner,Büro,4,Stück,21.3,CHF,2024-04-20,Italien,Twint
1087,Lukas Brunner,Notizblock,Büro,2,Stück,5.69,CHF,2024-07-16,Frankreich,PayPal
1099,Laura Zimmermann,Jeans,Mode,2,Stück,77.76,CHF,2024-03-25,Österreich,Twint
1154,Claudia Huber,Notizblock,Büro,3,Dutzend,5.65,CHF,2024-12-01,Schweiz,Rechnung
1113,Michael Braun,Smartphone,Elektro,3,Stück,832.9,CHF,2024-09-28,Italien,Twint
1041,Andreas Sommer,Messerblock,Haushalt,4,Stück,84.36,CHF,2024-12-12,Frankreich,PayPal
1179,Patrick Roth,T-Shirt,Mode,4,Stück,25.29,CHF,2024-04-11,Deutschland,Twint
1094,Lisa Meier,Trinkflasche,Sport,3,Stück,19.76,CHF,2024-03-21,Italien,Twint
1178,Patrick Roth,Springseil,Sport,3,Dutzend,15.69,CHF,2024-12-14,Italien,Kreditkarte
1126,Sandra Moser,Headset,Elektro,1,Stück,456.9,CHF,2024-10-20,Frankreich,Twint
1038,Andreas Sommer,Laptop,Elektro,3,Stück,856.83,CHF,2024-06-25,Deutschland ,Rechnung
1065,Stefan Wagner,Wasserkocher,Haushalt,2,Stück,44.82,CHF,2024-05-30,Schweiz,Twint
1135,,Smartphone,Elektro,4,Stück,816.55,CHF,2024-07-17,Österreich,Rechnung
1008,Julia Fischer,Smartphone,Elektro,1,Stück,729.68,CHF,2024-06-10,Italien,Twint
1100,Rolf Steiner,Fahrradhelm,Sport,1,Stück,83.96,EUR,2024-10-12,Frankreich,Kreditkarte
1111,Anna Müller,Schreibtischlampe,Büro,5,Dutzend,53.56,CHF,2024-11-25,Frankreich,Kreditkarte
1168,Michael Braun,Springseil,Sport,3,Stück,15.3,CHF,2024-11-16,Deutschland,Kreditkarte
1028,Rolf Steiner,Taschenrechner,Büro,1,Dutzend,18.97,CHF,2024-05-05,Schweiz,Rechnung
1070,Sandra Moser,Bettwäsche,Haushalt,4,Stück,47.43,CHF,2024-02-03,Schweiz,Twint
1030,Monika Lehmann,Smartphone,Elektro,3,Stück,807.51,EUR,2024-04-17,Italien,Rechnung
1057,Laura Zimmermann,Maus,Elektro,2,Stück,27.59,CHF,2024-12-24,Frankreich,Rechnung
1103,Stefan Wagner,Messerblock,Haushalt,4,Stück,81.58,EUR,2024-02-19,Schweiz,PayPal
1189,Laura Zimmermann,Messerblock,Haushalt,2,Stück,93.75,CHF,2024-12-01,Frankreich,Twint
1063,Julia Fischer,Schuhe,Mode,5,Stück,81.43,CHF,2024-09-06,Deutschland,Rechnung
1013,Franziska Graf,Drucker,Büro,3,Stück,234.01,CHF,2024-10-03,Deutschland,Kreditkarte
1170,Patrick Roth,Laptop,Elektro,1,Stück,856.69,CHF,2024-08-01,Italien,Kreditkarte
1152,Markus Frei,T-Shirt,Mode,3,Stück,23.38,CHF,2024-12-22,Frankreich,PayPal
1026,Claudia Huber,Maus,Elektro,2,Stück,27.4,EUR,2024-09-24,Italien,Rechnung
1182,Andreas Sommer,Aktenordner,Büro,4,Stück,9.21,CHF,2024-06-06,Italien,Kreditkarte
1053,Patrick Roth,Kaffeemaschine,Haushalt,4,Stück,126.53,CHF,2024-03-06,Frankreich,Kreditkarte
1062,Laura Zimmermann,Taschenrechner,Büro,4,Stück,20.27,CHF,2024-02-14,Deutschland,Twint
1005,Lisa Meier,Aktenordner,Büro,5,Stück,8.35,CHF,2024-05-28,Switerland,PayPal
1200,Lukas Brunner,Aktenordner,Büro,4,Stück,9.36,CHF,2024-05-06,Deutschland,Kreditkarte
1198,Thomas Bauer,Taschenrechner,Büro,1,Stück,18.85,CHF,2024-06-06,Frankreich,Twint
1029,Daniel Schmid,Schuhe,Mode,5,Stück,,CHF,2024-12-07,Schweiz,Rechnung
1049,Claudia Huber,Springseil,Sport,4,Stück,13.64,CHF,2024-06-20,Österreich,Kreditkarte
1071,Daniel Schmid,Maus,Elektro,1,Stück,32.59,CHF,2024-03-01,Switerland,Twint
1040,Nicole Gerber,Trinkflasche,Sport,1,Stück,20.39,CHF,2024-06-02,Schweiz,Rechnung
1187,Franziska Graf,Aktenordner,Büro,3,Stück,8.45,CHF,2024-06-01,Deutschland,Rechnung
1118,Rolf Steiner,Yogamatte,Sport,5,Stück,39.76,EUR,2024-10-11,Österreich,Kreditkarte
1064,Stefan Wagner,Fahrradhelm,Sport,3,Stück,76.32,CHF,2024-02-13,Switerland,Twint
1059,Monika Lehmann,Springseil,Sport,4,Stück,13.64,CHF,2024-02-22,Deutschland,Rechnung
1171,Petra Vogel,Wasserkocher,Haushalt,3,Stück,42.61,CHF,2024-06-01,Frankreich,Kreditkarte
1137,Daniel Schmid,Schreibtischlampe,Büro,3,Stück,51.52,CHF,2024-06-07,SCHWEIZ,Twint
1188,Peter Keller,Pullover,Mode,4,Stück,75.96,CHF,2024-05-27,Österreich,Twint
1140,Andreas Sommer,Springseil,Sport,2,Stück,13.95,EUR,2024-03-25,Italien,Twint
1147,Franziska Graf,Laptop,Elektro,3,Stück,978.15,EUR,2024-02-26,Frankreich,Rechnung
1077,Lukas Brunner,Kaffeemaschine,Haushalt,5,Dutzend,124.42,CHF,2024-04-27,Schweiz,Kreditkarte
1197,Claudia Huber,Smartphone,Elektro,2,Stück,720.19,CHF,2024-05-16,Frankreich,Rechnung
1194,Markus Frei,Laptop,Elektro,3,Stück,985.84,EUR,2024-09-25,Italien,PayPal
1058,Sabine Maurer,Kleid,Mode,5,Stück,63.23,CHF,2024-02-25,Österreich,Kreditkarte
1033,Julia Fischer,Drucker,Büro,3,Stück,230.45,EUR,2024-07-02,Schweiz,PayPal
1136,,Drucker,Büro,3,Dutzend,257.88,EUR,2024-03-17,Italien,Kreditkarte
1101,Andrea Wyss,Kaffeemaschine,Haushalt,3,Stück,133.46,CHF,2024-07-14,Italien,Rechnung
1138,Julia Fischer,Laufschuhe,Sport,5,Stück,120.1,CHF,2024-04-02,Switzerlaand,Rechnung
1046,Stefan Wagner,Küchenwaage,Haushalt,2,Stück,36.65,EUR,2024-08-05,Schweiz,PayPal
1031,Hans Schmidt,Pullover,Mode,3,Stück,75.61,CHF,2024-05-21,Deutschland ,Kreditkarte
1090,Hans Schmidt,Kabel,Elektro,3,Stück,12.59,CHF,2024-10-04,Frankreich,Kreditkarte
1176,Daniel Schmid,Aktenordner,Büro,1,Dutzend,9.58,CHF,2024-05-26,Frankreich,Kreditkarte
1184,Anna Müller,Taschenrechner,Büro,4,Stück,18.04,CHF,2024-04-07,Schweiz,Twint
1021,Petra Vogel,Smartphone,Elektro,2,Stück,786.52,CHF,2024-02-08,Deutschland,Kreditkarte
1169,Sabine Maurer,Schreibtischlampe,Büro,5,Stück,51.48,EUR,2024-06-21,Italien,Kreditkarte
1097,Laura Zimmermann,Notizblock,Büro,3,Stück,6.26,CHF,2024-11-13,Deutschland,PayPal
1150,Markus Frei,Aktenordner,Büro,1,Stück,9.41,CHF,2024-07-18,Schweiz,Kreditkarte
1098,Claudia Huber,Tastatur,Elektro,1,Stück,60.85,CHF,2024-05-31,Schweiz,Twint
1096,Anna Müller,Schuhe,Mode,5,Stück,93.48,CHF,2024-05-20,Deutschland ,Kreditkarte
1108,Laura Zimmermann,Jacke,Mode,2,Stück,142.36,CHF,2024-10-03,Deutschland,PayPal
1166,Franziska Graf,Drucker,Büro,2,Stück,246.51,CHF,2024-03-06,Österreich,PayPal
1165,Christian Lüthi,Wasserkocher,Haushalt,2,Stück,43.19,EUR,2024-09-26,Frankreich,Twint
1035,Thomas Bauer,Smartphone,Elektro,3,Stück,826.15,CHF,2024-05-16,Deutschland,Kreditkarte
1047,Nicole Gerber,Notizblock,Büro,1,Stück,5.45,CHF,2024-12-07,Östereich,Rechnung
1105,Rolf Steiner,Wasserkocher,Haushalt,4,Stück,46.61,CHF,2024-04-30,Frankreich,Kreditkarte
1074,Lukas Brunner,Bettwäsche,Haushalt,5,Stück,47.79,EUR,2024-02-06,Frankreich,PayPal
1009,Sabine Maurer,Bettwäsche,Haushalt,2,Stück,50.51,CHF,2024-08-07,Italien,Twint
1121,Michael Braun,Smartphone,Elektro,1,Stück,779.22,CHF,2024-07-08,Deutschland,Rechnung
1018,Lukas Brunner,Tastatur,Elektro,1,Stück,64.21,CHF,2024-05-22,Switerland,Twint
1016,Sandra Moser,Schreibtischlampe,Büro,3,Stück,,CHF,2024-06-08,Deutschland,Rechnung
1139,Andreas Sommer,Küchenwaage,Haushalt,2,Stück,33.47,EUR,2024-10-03,Italien,Kreditkarte
1017,Stefan Wagner,Wasserkocher,Haushalt,4,Stück,43.45,CHF,2024-10-28,Deutschland,Kreditkarte
1180,Nicole Gerber,Drucker,Büro,1,Dutzend,264.14,CHF,2024-11-06,Deutschland,PayPal
1089,Patrick Roth,Tastatur,Elektro,2,Stück,55.76,CHF,2024-06-22,Österreich,Twint
1109,Laura Zimmermann,Tastatur,Elektro,1,Stück,63.36,CHF,2024-03-30,Schweiz,Kreditkarte
1012,Franziska Graf,Aktenordner,Büro,3,Stück,8.82,CHF,2024-09-13,Österreich,PayPal
1019,Julia Fischer,Kleid,Mode,2,Stück,60.81,CHF,2024-07-27,Frankreich,Kreditkarte
1149,Thomas Bauer,Taschenrechner,Büro,2,Stück,17.92,CHF,2024-08-01,Italien,Kreditkarte
1056,Stefan Wagner,Tastatur,Elektro,5,Dutzend,56.6,CHF,2024-01-16,schweiz,PayPal
1191,Thomas Bauer,T-Shirt,Mode,1,Stück,23.0,CHF,2024-10-08,Schweiz,Twint
1001,Sabine Maurer,Laptop,Elektro,3,Stück,827.53,EUR,2024-02-14,Italien,Twint
1066,Rolf Steiner,Jacke,Mode,5,Stück,144.34,CHF,2024-06-18,Italien,Twint
1102,Andrea Wyss,Tastatur,Elektro,2,Stück,65.21,CHF,2024-04-23,Italien,Kreditkarte
1006,Lukas Brunner,Headset,Elektro,3,Stück,46.53,CHF,2024-12-25,Österreich,Kreditkarte
1186,Daniel Schmid,Schreibtischlampe,Büro,5,Stück,50.15,CHF,2024-08-23,Deutschland,Rechnung
1079,Monika Lehmann,Kaffeemaschine,Haushalt,4,Stück,133.39,CHF,2024-07-29,Österreich,Twint
1173,Hans Schmidt,Springseil,Sport,5,Stück,13.78,CHF,2024-02-19,Deutschland,Rechnung
1119,Andrea Wyss,Springseil,Sport,2,Stück,16.31,CHF,2024-12-11,Italien,Kreditkarte
1144,Rolf Steiner,Yogamatte,Sport,2,Stück,37.09,CHF,2024-08-18,Deutschland,Kreditkarte
1053,Patrick Roth,Kaffeemaschine,Haushalt,4,Stück,126.53,CHF,2024-03-06,Frankreich,Kreditkarte
1145,Peter Keller,Kaffeemaschine,Haushalt,4,Stück,,CHF,2024-06-12,Schweiz,Rechnung
1175,Stefan Wagner,Wasserkocher,Haushalt,4,Stück,40.62,CHF,2024-08-22,Italien,PayPal
1107,Julia Fischer,Drucker,Büro,1,Stück,230.37,CHF,2024-10-10,Schweiz,PayPal
1132,Andrea Wyss,Drucker,Büro,3,Stück,246.61,CHF,2024-02-09,Switzerlaand,Kreditkarte
1034,Thomas Bauer,Tablet,Elektro,5,Stück,408.63,CHF,2024-03-24,Deutschland,Twint
1117,Michael Braun,Taschenrechner,Büro,5,Stück,19.32,EUR,2024-01-27,Frankreich,Rechnung
1015,Lukas Brunner,Drucker,Büro,1,Stück,272.8,CHF,2024-03-06,Deutschland,Twint
1030,Monika Lehmann,Smartphone,Elektro,3,Stück,807.51,EUR,2024-04-17,Italien,Rechnung
1115,,Schuhe,Mode,3,Stück,94.03,CHF,2024-12-06,Österreich,Rechnung
